person,year,labinc,hours,pp,group,cumul_hours,occswitch,jdum2,jdum3,jdum4,jdum5,jdum6,jdum7,jdum8,jdum9
2,1984,24129.72,1820,0,1,1820,0,1,0,0,0,0,0,0,0
2,1985,22294.02,1820,1,1,3640,0,1,0,0,0,0,0,0,0
2,1986,27833.06,1820,0,1,5460,0,1,0,0,0,0,0,0,0
2,1987,30710.33,1820,0,1,7280,0,1,0,0,0,0,0,0,0
2,1988,36876.09,2360,0,1,9640,0,1,0,0,0,0,0,0,0
2,1989,33430.51,2240,0,1,11880,0,1,0,0,0,0,0,0,0
2,1990,33381.2,1820,0,1,13700,0,1,0,0,0,0,0,0,0
2,1991,32030.67,1820,0,1,15520,0,1,0,0,0,0,0,0,0
2,1992,34193.86,1820,1,1,17340,0,1,0,0,0,0,0,0,0
2,2006,5950.733,936,0,1,18276,0,0,0,0,0,0,0,1,0
2,2008,5065.551,884,0,1,19160,0,0,0,0,0,0,0,1,0
2,2010,6000,884,0,1,20044,0,0,0,0,0,0,0,1,0
2,2012,18046.67,1820,0,1,21864,0,0,0,0,0,0,0,1,0
2,2014,19346.46,1820,0,1,23684,0,0,0,0,0,0,0,1,0
3,1992,6217.065,910,0,1,910,0,0,0,0,0,0,1,0,0
3,2012,33243.88,1716,0,1,2626,0,0,0,0,0,0,1,0,0
3,2014,36850.39,2010,0,1,4636,0,0,0,0,0,0,1,0,0
4,1987,33589.43,1851,0,2,1851,0,1,0,0,0,0,0,0,0
4,1988,39309.92,1480,0,2,3331,0,1,0,0,0,0,0,0,0
4,1992,47405.13,1820,0,2,5151,0,1,0,0,0,0,0,0,0
4,1993,49811.44,1836,0,2,6987,0,1,0,0,0,0,0,0,0
4,1996,48659.68,2392,0,2,9379,0,1,0,0,0,0,0,0,0
4,1998,17391.71,1280,0,2,10659,1,0,0,0,0,0,0,0,0
5,1986,85723.84,2860,0,3,2860,0,0,0,0,0,0,0,0,0
5,1988,105325.5,2960,0,3,5820,0,0,0,0,0,0,0,0,0
5,1989,110560,2845,0,3,8665,0,0,0,0,0,0,0,0,0
6,1986,32008.02,2120,0,1,2120,0,0,0,0,0,0,0,0,0
6,1990,38388.37,2080,0,1,4200,0,0,0,0,0,0,0,0,0
6,1991,40038.34,2080,0,1,6280,1,1,0,0,0,0,0,0,0
6,1992,40410.93,2080,0,1,8360,1,0,0,0,0,0,0,0,0
6,2002,52740.67,2080,0,1,10440,0,0,0,0,1,0,0,0,0
7,1996,35591.08,2496,1,2,2496,0,0,0,0,0,1,0,0,0
7,1998,35853.68,2496,1,2,4992,0,0,0,0,0,1,0,0,0
7,2000,31661.75,2288,1,2,7280,0,0,0,0,0,1,0,0,0
7,2004,34632.09,2080,1,2,9360,0,0,0,0,0,0,0,1,0
7,2008,32926.08,1440,1,2,10800,0,0,1,0,0,0,0,0,0
8,1984,20982.36,2417,0,1,2417,0,0,0,0,0,0,0,0,0
8,1987,17274.56,2230,0,1,4647,0,1,0,0,0,0,0,0,0
8,1988,7812.201,999,0,1,5646,0,1,0,0,0,0,0,0,0
8,1989,27272.26,2040,0,1,7686,0,1,0,0,0,0,0,0,0
8,1990,28374.01,2080,0,1,9766,0,1,0,0,0,0,0,0,0
8,1991,28667.45,2080,0,1,11846,0,1,0,0,0,0,0,0,0
8,1992,27976.79,2080,0,1,13926,0,1,0,0,0,0,0,0,0
8,1993,27169.88,2024,0,1,15950,0,1,0,0,0,0,0,0,0
8,1994,30160.62,2030,0,1,17980,0,1,0,0,0,0,0,0,0
8,1996,33366.64,2496,1,1,20476,0,1,0,0,0,0,0,0,0
8,1998,29432.13,2288,0,1,22764,0,1,0,0,0,0,0,0,0
8,2000,34701.28,2080,0,1,24844,0,1,0,0,0,0,0,0,0
8,2002,38191.52,2080,1,1,26924,1,0,0,0,1,0,0,0,0
8,2004,39249.71,2272,1,1,29196,1,1,0,0,0,0,0,0,0
8,2006,38950.26,2000,1,1,31196,0,1,0,0,0,0,0,0,0
8,2008,41537.52,2260,1,1,33456,0,1,0,0,0,0,0,0,0
8,2010,41999,2000,1,1,35456,0,1,0,0,0,0,0,0,0
8,2012,37993,2620,1,1,38076,0,1,0,0,0,0,0,0,0
9,1988,33188.48,2600,1,3,2600,0,0,0,0,0,0,0,1,0
9,1989,36949.51,2040,0,3,4640,0,0,0,0,0,0,0,1,0
9,1990,50071.79,1690,1,3,6330,0,0,0,0,0,0,0,1,0
9,1991,40038.34,2805,1,3,9135,0,0,0,0,0,0,0,1,0
9,1992,38856.66,2670,1,3,11805,0,0,0,0,0,0,0,1,0
9,1994,29425,1265,1,3,13070,0,0,0,0,0,0,0,0,1
9,1996,72294.38,3120,0,3,16190,0,0,0,0,0,0,0,0,1
9,2000,65856.45,2860,0,3,19050,0,0,0,0,0,0,0,0,1
9,2002,60621.46,2860,0,3,21910,1,0,0,0,1,0,0,0,0
9,2004,63492.18,2600,0,3,24510,1,0,0,0,0,0,0,1,0
9,2006,70326.85,2600,0,3,27110,0,0,0,0,0,0,0,1,0
9,2008,50655.51,2600,0,3,29710,0,0,0,0,0,0,0,1,0
9,2010,52000,2600,0,3,32310,0,0,0,0,0,0,0,1,0
9,2012,71236.88,2860,0,3,35170,0,0,0,0,0,0,0,1,0
9,2014,73700.78,2860,0,3,38030,0,0,0,0,0,0,0,1,0
11,1985,40534.57,2080,1,2,2080,0,0,0,0,1,0,0,0,0
11,1989,80937.02,3120,1,2,5200,0,0,0,0,1,0,0,0,0
11,1990,123982.8,2820,1,2,8020,0,0,0,0,1,0,0,0,0
11,1992,85484.65,2080,1,2,10100,0,1,0,0,0,0,0,0,0
11,1993,90566.26,2080,1,2,12180,0,1,0,0,0,0,0,0,0
11,1994,149557,2330,1,2,14510,0,1,0,0,0,0,0,0,0
11,1998,33445.6,1100,1,2,15610,0,0,0,0,1,0,0,0,0
11,2000,69655.85,2340,1,2,17950,1,0,0,0,0,0,0,1,0
11,2002,18186.44,650,1,2,18600,1,0,0,0,1,0,0,0,0
12,1985,50668.21,2154,0,3,2154,0,1,0,0,0,0,0,0,0
12,1993,60377.5,1560,0,3,3714,0,1,0,0,0,0,0,0,0
12,1994,62675.24,1546,0,3,5260,0,1,0,0,0,0,0,0,0
13,1984,35670.02,2960,0,2,2960,0,0,0,0,0,0,0,1,0
13,1985,42701.14,3071,0,2,6031,1,1,0,0,0,0,0,0,0
13,1986,46123.36,2864,0,2,8895,0,1,0,0,0,0,0,0,0
13,1988,40563.7,2640,1,2,11535,0,1,0,0,0,0,0,0,0
13,1989,54544.51,3120,0,2,14655,1,0,0,0,0,0,0,0,0
13,1990,66762.39,2990,1,2,17645,1,1,0,0,0,0,0,0,0
13,1991,73670.54,2965,0,2,20610,1,0,0,0,0,0,0,0,0
13,1992,65279.19,3235,0,2,23845,1,0,0,0,1,0,0,0,0
13,1993,69434.13,3096,1,2,26941,1,0,0,0,0,0,0,0,0
13,1994,60321.24,2808,1,2,29749,0,0,0,0,0,0,0,0,0
13,1996,72294.38,2080,0,2,31829,0,0,0,0,0,0,0,0,0
13,1998,55653.47,2080,0,2,33909,1,1,0,0,0,0,0,0,0
13,2000,75988.2,3640,0,2,37549,0,1,0,0,0,0,0,0,0
13,2004,43867.32,1968,1,2,39517,0,0,0,0,0,0,0,0,0
13,2006,8655.612,2496,0,2,42013,0,0,0,0,0,0,0,0,0
14,1989,24633.01,2400,0,2,2400,0,0,0,0,0,0,0,1,0
14,1990,40057.43,1550,0,2,3950,0,0,0,0,0,0,0,1,0
14,1991,40038.34,1837,1,2,5787,0,0,0,0,0,0,0,1,0
14,1992,48182.26,2197,1,2,7984,0,0,0,0,0,0,0,1,0
14,1993,42264.25,1924,1,2,9908,0,0,0,0,0,0,0,1,0
14,1994,42666.24,1820,1,2,11728,0,0,0,0,0,0,0,1,0
14,1996,40318.02,1265,1,2,12993,0,0,0,0,0,0,0,1,0
14,1998,40134.72,2600,1,2,15593,0,0,0,0,0,0,0,1,0
14,2000,60790.56,2340,1,2,17933,1,1,0,0,0,0,0,0,0
14,2004,102741.9,2340,1,2,20273,0,1,0,0,0,0,0,0,0
14,2008,86114.36,1240,1,2,21513,0,1,0,0,0,0,0,0,0
14,2010,95000,2340,1,2,23853,0,1,0,0,0,0,0,0,0
14,2012,96882.15,2340,1,2,26193,0,1,0,0,0,0,0,0,0
14,2014,41456.69,2860,1,2,29053,0,1,0,0,0,0,0,0,0
15,1992,46627.99,2715,0,1,2715,0,0,0,0,0,0,0,1,0
15,1993,39245.38,2485,1,1,5200,0,0,0,0,0,0,0,1,0
15,1994,44137.49,2080,1,1,7280,0,0,0,0,0,0,0,1,0
15,1996,52830.51,1820,1,1,9100,0,0,0,0,0,0,0,1,0
16,1984,33571.78,2220,1,1,2220,0,0,0,0,1,0,0,0,0
16,1985,39521.21,2115,1,1,4335,0,0,0,0,1,0,0,0,0
16,1986,45725.74,2315,0,1,6650,1,0,0,1,0,0,0,0,0
16,1987,51823.69,2236,1,1,8886,1,1,0,0,0,0,0,0,0
16,1988,62689.36,2732,1,1,11618,0,1,0,0,0,0,0,0,0
16,1989,64221.76,2641,1,1,14259,0,1,0,0,0,0,0,0,0
16,1990,60086.15,2005,1,1,16264,0,1,0,0,0,0,0,0,0
16,1991,56053.67,1660,1,1,17924,0,1,0,0,0,0,0,0,0
16,1992,58284.99,2020,1,1,19944,0,1,0,0,0,0,0,0,0
16,1993,51320.88,1512,1,1,21456,0,1,0,0,0,0,0,0,0
16,1994,41194.99,1026,1,1,22482,0,1,0,0,0,0,0,0,0
16,1996,34756.91,936,1,1,23418,0,1,0,0,0,0,0,0,0
16,1998,29432.13,817,1,1,24235,0,1,0,0,0,0,0,0,0
16,2000,48125.86,1300,1,1,25535,0,1,0,0,0,0,0,0,0
16,2002,47284.74,1300,1,1,26835,1,0,0,0,1,0,0,0,0
16,2004,75036.2,2065,1,1,28900,1,1,0,0,0,0,0,0,0
16,2006,76818.56,2132,1,1,31032,0,1,0,0,0,0,0,0,0
16,2008,66865.27,2132,1,1,33164,0,1,0,0,0,0,0,0,0
16,2010,64000,2110,1,1,35274,0,1,0,0,0,0,0,0,0
16,2012,66487.75,1976,1,1,37250,0,1,0,0,0,0,0,0,0
17,1984,37768.25,2340,0,2,2340,0,0,0,0,0,0,0,1,0
17,1985,36481.12,2486,0,2,4826,1,0,0,0,0,1,0,0,0
17,1986,31809.21,2164,0,2,6990,0,0,0,0,0,1,0,0,0
17,1987,38387.91,2749,0,2,9739,1,0,0,0,1,0,0,0,0
17,1988,44251.31,2476,0,2,12215,0,0,0,0,1,0,0,0,0
17,1989,47506.51,2631,0,2,14846,1,0,0,0,0,1,0,0,0
17,1991,19218.4,1084,0,2,15930,0,0,0,0,0,1,0,0,0
17,1992,23314,2283,0,2,18213,0,0,0,0,0,1,0,0,0
17,1993,18113.25,1613,0,2,19826,1,1,0,0,0,0,0,0,0
17,1994,23647.4,2015,0,2,21841,1,0,0,0,0,1,0,0,0
17,1996,27805.53,1280,1,2,23121,0,0,0,0,0,1,0,0,0
17,1998,23411.92,1288,1,2,24409,1,0,0,0,1,0,0,0,0
17,2000,60790.56,3185,1,2,27594,0,0,0,0,1,0,0,0,0
17,2004,71573,2600,1,2,30194,0,0,0,0,1,0,0,0,0
18,1984,52455.91,2474,0,3,2474,0,0,0,0,0,0,0,1,0
18,1985,60801.86,2362,0,3,4836,0,0,0,0,0,0,0,1,0
18,1986,66421.61,2340,0,3,7176,0,0,0,0,0,0,0,1,0
18,1987,53743.08,2340,1,3,9516,0,0,0,0,0,0,0,1,0
18,1988,105325.5,2340,1,3,11856,0,0,0,0,0,0,0,1,0
18,1989,110560,2340,1,3,14196,1,1,0,0,0,0,0,0,0
18,1990,123982.8,2340,1,3,16536,1,0,0,0,1,0,0,0,0
18,1991,130494.5,2340,1,3,18876,1,0,1,0,0,0,0,0,0
18,1992,140389.1,2225,1,3,21101,1,1,0,0,0,0,0,0,0
18,1993,152374.7,2080,1,3,23181,1,0,0,0,0,0,0,1,0
18,1994,149557,1965,1,3,25146,0,0,0,0,0,0,0,1,0
18,1996,111222.1,2340,1,3,27486,0,0,0,0,0,0,0,1,0
18,1998,98998.97,2080,1,3,29566,0,0,0,0,0,0,0,1,0
18,2000,151976.4,2080,1,3,31646,0,0,0,0,0,0,0,1,0
18,2004,92352.25,1924,1,3,33570,0,0,0,0,0,0,0,1,0
18,2006,129834.2,2080,1,3,35650,0,0,0,0,0,0,0,1,0
18,2008,101311,1440,1,3,37090,0,0,0,0,0,0,0,1,0
18,2010,60000,2080,1,3,39170,0,0,0,0,0,0,0,1,0
18,2012,142473.8,1820,1,3,40990,0,0,0,0,0,0,0,1,0
20,1985,40534.57,2200,0,3,2200,0,0,0,0,1,0,0,0,0
20,1986,47713.82,2080,0,3,4280,0,0,0,0,1,0,0,0,0
20,1987,51823.69,2080,0,3,6360,1,0,0,1,0,0,0,0,0
20,1988,51626.53,2080,0,3,8440,1,0,0,0,1,0,0,0,0
20,1989,52785.01,2080,0,3,10520,0,0,0,0,1,0,0,0,0
20,1990,56748.03,2080,0,3,12600,0,0,0,0,1,0,0,0,0
20,1991,38436.8,1320,0,3,13920,1,1,0,0,0,0,0,0,0
20,1992,54399.32,2040,0,3,15960,0,1,0,0,0,0,0,0,0
20,1993,57358.63,2080,0,3,18040,0,1,0,0,0,0,0,0,0
20,1994,60026.99,2080,0,3,20120,0,1,0,0,0,0,0,0,0
20,1996,63952.72,2225,1,3,22345,0,1,0,0,0,0,0,0,0
20,1998,64215.55,2080,1,3,24425,1,0,0,0,1,0,0,0,0
20,2000,65856.45,1664,1,3,26089,0,0,0,0,1,0,0,0,0
20,2002,54559.32,1664,0,3,27753,0,0,0,0,1,0,0,0,0
20,2004,85425.84,1664,1,3,29417,1,1,0,0,0,0,0,0,0
20,2006,69244.9,1664,1,3,31081,0,1,0,0,0,0,0,0,0
20,2008,89153.69,2392,1,3,33473,0,1,0,0,0,0,0,0,0
20,2012,109229.9,2288,1,3,35761,0,1,0,0,0,0,0,0,0
20,2014,103181.1,2288,1,3,38049,0,1,0,0,0,0,0,0,0
21,1987,35508.82,2265,1,2,2265,0,1,0,0,0,0,0,0,0
21,1988,40102.75,2290,0,2,4555,0,1,0,0,0,0,0,0,0
21,1989,49266.01,2710,0,2,7265,0,1,0,0,0,0,0,0,0
21,1990,50071.79,2850,0,2,10115,0,1,0,0,0,0,0,0,0
21,1991,51249.07,2450,1,2,12565,0,1,0,0,0,0,0,0,0
21,1992,54399.32,2740,1,2,15305,0,1,0,0,0,0,0,0,0
21,1993,61886.94,2600,1,2,17905,0,1,0,0,0,0,0,0,0
21,1994,74298.12,2627,1,2,20532,0,1,0,0,0,0,0,0,0
21,1996,77160.34,2640,0,2,23172,0,1,0,0,0,0,0,0,0
21,1998,73580.31,2080,1,2,25252,0,1,0,0,0,0,0,0,0
21,2000,103850.5,2080,1,2,27332,0,1,0,0,0,0,0,0,0
21,2004,115440.3,2860,1,2,30192,0,1,0,0,0,0,0,0,0
21,2006,302747.4,3230,0,2,33422,1,0,0,0,0,0,0,1,0
21,2008,311858.6,2600,1,2,36022,0,0,0,0,0,0,0,1,0
21,2010,312324,2808,1,2,38830,0,0,0,0,0,0,0,1,0
21,2012,326578.3,2220,0,2,41050,1,1,0,0,0,0,0,0,0
21,2014,341155.4,2340,0,2,43390,0,1,0,0,0,0,0,0,0
22,1998,46823.84,2340,1,2,2340,0,1,0,0,0,0,0,0,0
22,2000,45592.92,2340,1,2,4680,0,1,0,0,0,0,0,0,0
23,1991,80076.67,2860,0,1,2860,0,1,0,0,0,0,0,0,0
23,1992,69941.98,2860,0,1,5720,0,1,0,0,0,0,0,0,0
24,1986,15904.61,1590,0,1,1590,0,0,0,0,0,0,0,0,1
24,1987,34549.13,2093,0,1,3683,0,0,0,0,0,0,0,0,1
24,1988,44251.31,2256,0,1,5939,1,0,0,0,0,0,0,1,0
24,1989,52785.01,2340,0,1,8279,1,0,0,0,0,0,0,0,1
24,1990,50071.79,2340,0,1,10619,0,0,0,0,0,0,0,0,1
24,1992,17096.93,2392,0,1,13011,0,0,0,0,0,0,0,0,1
24,1993,48302,2374,0,1,15385,0,0,0,0,0,0,0,0,1
24,1994,51493.74,2052,0,1,17437,0,0,0,0,0,0,0,0,1
24,1996,44488.85,2392,0,1,19829,0,0,0,0,0,0,0,0,1
24,1998,45486.01,2080,1,1,21909,1,0,0,0,0,1,0,0,0
25,2002,24248.58,1248,1,3,1248,0,0,0,0,1,0,0,0,0
26,2010,95000,1560,0,1,1560,0,0,0,0,0,1,0,0,0
26,2012,99731.62,1040,0,1,2600,0,0,0,0,0,1,0,0,0
27,1998,11423.68,1300,1,1,1300,0,1,0,0,0,0,0,0,0
27,2000,16623.69,660,1,1,1960,0,1,0,0,0,0,0,0,0
27,2010,16000,964,1,1,2924,0,1,0,0,0,0,0,0,0
27,2012,15231.39,1220,1,1,4144,0,1,0,0,0,0,0,0,0
27,2014,42377.95,1280,1,1,5424,0,1,0,0,0,0,0,0,0
28,1989,37829.26,2260,0,2,2260,0,1,0,0,0,0,0,0,0
28,1990,43395.55,2215,1,2,4475,0,1,0,0,0,0,0,0,0
28,1991,36835.27,2055,1,2,6530,1,0,0,0,0,0,1,0,0
28,1992,20205.46,1801,1,2,8331,0,0,0,0,0,0,1,0,0
28,1993,37735.94,1668,1,2,9999,0,0,0,0,0,0,1,0,0
28,1994,29425,1690,1,2,11689,0,0,0,0,0,0,1,0,0
28,1996,22244.42,2075,1,2,13764,0,0,0,0,0,0,1,0,0
28,1998,18729.54,2426,1,2,16190,1,1,0,0,0,0,0,0,0
28,2000,30395.28,2288,1,2,18478,0,1,0,0,0,0,0,0,0
29,1986,31345.99,1976,1,3,1976,0,1,0,0,0,0,0,0,0
29,1987,32629.73,1935,0,3,3911,0,1,0,0,0,0,0,0,0
29,1988,35032.29,1961,1,3,5872,0,1,0,0,0,0,0,0,0
29,1989,36949.51,2166,1,3,8038,0,1,0,0,0,0,0,0,0
29,1990,50071.79,3156,1,3,11194,0,1,0,0,0,0,0,0,0
29,1991,56053.67,3668,1,3,14862,0,1,0,0,0,0,0,0,0
29,1992,57507.86,3770,0,3,18632,0,1,0,0,0,0,0,0,0
29,1993,61886.94,3190,1,3,21822,0,1,0,0,0,0,0,0,0
29,1994,,2768,1,3,24590,0,1,0,0,0,0,0,0,0
29,1996,57001.34,2600,1,3,27190,0,1,0,0,0,0,0,0,0
29,1998,66891.2,2080,1,3,29270,0,1,0,0,0,0,0,0,0
29,2002,73958.18,2704,1,3,31974,0,0,0,0,1,0,0,0,0
29,2004,71573,2392,1,3,34366,1,1,0,0,0,0,0,0,0
29,2006,91965.88,2530,1,3,36896,0,1,0,0,0,0,0,0,0
29,2008,62812.83,2050,1,3,38946,0,1,0,0,0,0,0,0,0
30,1984,5203.626,1410,0,1,1410,0,1,0,0,0,0,0,0,0
30,1985,5674.84,1560,0,1,2970,0,1,0,0,0,0,0,0,0
30,1986,48757.56,1560,0,1,4530,1,0,0,0,1,0,0,0,0
30,1987,10186.23,1560,0,1,6090,1,1,0,0,0,0,0,0,0
31,1989,35190.01,2120,0,2,2120,0,0,0,0,0,0,0,1,0
31,1990,25035.89,2040,1,2,4160,1,0,1,0,0,0,0,0,0
31,1991,24023,2080,0,2,6240,0,0,1,0,0,0,0,0,0
31,1992,32639.59,2080,0,2,8320,0,0,1,0,0,0,0,0,0
31,1993,33207.63,2320,0,2,10640,0,0,1,0,0,0,0,0,0
31,1994,45608.74,2360,0,2,13000,0,0,1,0,0,0,0,0,0
31,1998,49499.48,2600,1,2,15600,0,0,1,0,0,0,0,0,0
31,2000,32928.22,2346,1,2,17946,0,0,1,0,0,0,0,0,0
31,2002,43647.45,2080,1,2,20026,1,0,0,0,1,0,0,0,0
31,2004,41558.52,2080,1,2,22106,1,0,1,0,0,0,0,0,0
31,2006,43278.06,2080,1,2,24186,0,0,1,0,0,0,0,0,0
31,2008,46603.07,2600,1,2,26786,0,0,1,0,0,0,0,0,0
31,2012,39892.65,1800,1,2,28586,0,1,0,0,0,0,0,0,0
31,2014,23952.75,1092,1,2,29678,1,0,0,0,0,0,0,0,0
32,1984,20982.36,2168,0,2,2168,0,0,0,0,0,0,0,1,0
32,1985,22294.02,2152,0,2,4320,0,0,0,0,0,0,0,1,0
32,1986,11928.45,1296,0,2,5616,0,0,0,0,0,0,0,1,0
32,1987,11516.38,572,1,2,6188,0,0,0,0,0,0,0,1,0
32,1988,42407.51,1440,1,2,7628,0,0,0,0,0,0,0,1,0
32,1992,9325.599,720,1,2,8348,0,0,0,0,0,0,0,1,0
32,1993,45283.13,2600,1,2,10948,0,0,0,0,0,0,0,1,0
32,1994,44137.49,2640,1,2,13588,0,0,0,0,0,0,0,1,0
32,2004,,3120,0,2,16708,0,0,0,0,0,0,0,1,0
34,1984,76740.9,2350,0,2,2350,0,0,0,0,0,0,0,0,1
34,1985,52694.95,2568,0,2,4918,0,0,0,0,0,0,0,0,1
34,1986,39761.52,2423,0,2,7341,0,0,0,0,0,0,0,0,1
34,1987,57581.88,2080,0,2,9421,0,0,0,0,0,0,0,0,1
34,1988,59001.75,2080,1,2,11501,1,0,0,0,0,0,0,1,0
34,1989,70380.02,2860,0,2,14361,1,0,0,0,0,0,0,0,1
34,1990,8345.299,2413,1,2,16774,0,0,0,0,0,0,0,0,1
34,1991,72069.01,2133,1,2,18907,0,0,0,0,0,0,0,0,1
34,1992,65279.19,2374,1,2,21281,0,0,0,0,0,0,0,0,1
34,1993,64905.82,2340,1,2,23621,0,0,0,0,0,0,0,0,1
34,1994,61792.49,2340,1,2,25961,1,0,0,0,0,0,0,1,0
34,1996,33366.64,1000,0,2,26961,1,0,0,0,0,0,0,0,1
34,2000,44326.45,2755,1,2,29716,0,1,0,0,0,0,0,0,0
34,2002,30310.73,2964,1,2,32680,1,0,0,0,1,0,0,0,0
34,2004,34632.09,3900,0,2,36580,1,1,0,0,0,0,0,0,0
34,2006,302747.4,2860,1,2,39440,0,1,0,0,0,0,0,0,0
34,2010,30000,3640,1,2,43080,0,0,0,0,1,0,0,0,0
35,1988,35032.29,2080,1,3,2080,0,0,0,0,0,0,0,1,0
35,1989,,2080,0,3,4160,0,0,0,0,0,0,0,1,0
35,1990,38388.37,2080,1,3,6240,0,0,0,0,0,0,0,1,0
35,1991,38116.5,2080,0,3,8320,1,0,0,0,0,0,0,0,1
35,1992,35748.13,2080,0,3,10400,1,0,0,0,0,0,0,1,0
35,1993,37735.94,2080,0,3,12480,0,0,0,0,0,0,0,1,0
35,1994,39723.75,2080,0,3,14560,0,0,0,0,0,0,0,1,0
35,1996,26415.25,2600,0,3,17160,1,0,0,0,0,0,1,0,0
36,1988,70064.58,2800,0,2,2800,0,0,0,0,0,1,0,0,0
36,1989,80937.02,4290,0,2,7090,1,0,0,0,0,0,0,1,0
36,1990,,4392,0,2,11482,0,0,0,0,0,0,0,1,0
36,1991,39546.66,2340,0,2,13822,0,0,0,0,0,0,0,1,0
36,1992,38856.66,2240,0,2,16062,0,0,0,0,0,0,0,1,0
36,1993,36528.39,2609,0,2,18671,0,0,0,0,0,0,0,1,0
36,1994,40165.12,3978,0,2,22649,1,0,0,0,1,0,0,0,0
36,1998,54850.78,2040,0,2,24689,0,0,0,0,1,0,0,0,0
36,2002,78807.9,2080,0,2,26769,0,0,0,0,1,0,0,0,0
36,2004,132756.4,3120,0,2,29889,0,0,0,0,1,0,0,0,0
36,2008,30393.3,2080,0,2,31969,0,0,0,0,0,1,0,0,0
36,2012,36568.26,2080,0,2,34049,0,0,0,0,0,1,0,0,0
36,2014,25795.27,2340,0,2,36389,0,0,0,0,0,1,0,0,0
37,1984,27696.72,2080,0,3,2080,0,0,0,0,1,0,0,0,0
37,1985,27766.18,2080,0,3,4160,0,0,0,0,1,0,0,0,0
37,1986,30417.56,2080,0,3,6240,1,0,0,0,0,0,0,1,0
37,1987,31286.15,2080,0,3,8320,0,0,0,0,0,0,0,1,0
37,1988,35032.29,2080,0,3,10400,1,0,0,0,1,0,0,0,0
37,1989,36949.51,2080,0,3,12480,0,0,0,0,1,0,0,0,0
38,2002,70320.89,2080,1,3,2080,0,0,0,0,1,0,0,0,0
39,1985,14187.1,1255,1,2,1255,0,0,0,0,0,0,0,1,0
39,1986,29821.14,3025,1,2,4280,0,0,0,0,0,0,0,1,0
39,1987,50863.99,3560,1,2,7840,0,0,0,0,0,0,0,1,0
39,1988,62320.6,3465,1,2,11305,0,0,0,0,0,0,0,1,0
39,1989,66861.02,3317,1,2,14622,0,0,0,0,0,0,0,1,0
39,1990,75107.69,3599,1,2,18221,0,0,0,0,0,0,0,1,0
39,1991,72069.01,3857,1,2,22078,0,0,0,0,0,0,0,1,0
39,1992,140389.1,2260,1,2,24338,0,0,0,0,0,0,0,1,0
39,1993,81509.63,1114,1,2,25452,0,0,0,0,0,0,0,1,0
39,1994,70619.99,2760,1,2,28212,0,0,0,0,0,0,0,1,0
39,1996,75074.93,3120,1,2,31332,0,0,0,0,0,0,0,1,0
39,1998,72242.49,2080,1,2,33412,0,0,0,0,0,0,0,1,0
39,2000,72188.79,3380,1,2,36792,0,0,0,0,0,0,0,1,0
39,2002,90932.19,2600,1,2,39392,1,0,0,0,1,0,0,0,0
39,2004,,3276,1,2,42668,1,0,0,0,0,0,0,1,0
39,2006,72490.76,3130,1,2,45798,0,0,0,0,0,0,0,1,0
39,2008,57747.28,2600,1,2,48398,0,0,0,0,0,0,0,1,0
39,2010,60000,2600,1,2,50998,0,0,0,0,0,0,0,1,0
39,2012,58889.15,2600,1,2,53598,0,0,0,0,0,0,0,1,0
39,2014,59881.88,2600,1,2,56198,0,0,0,0,0,0,0,1,0
40,1989,7038.001,840,0,2,840,0,0,0,0,1,0,0,0,0
40,2012,42742.12,800,0,2,1640,0,0,1,0,0,0,0,0,0
41,1988,40563.7,2521,1,3,2521,0,0,0,0,1,0,0,0,0
41,1989,52785.01,2755,1,3,5276,1,0,0,0,0,0,0,1,0
41,1990,58417.09,2710,1,3,7986,0,0,0,0,0,0,0,1,0
41,1991,76873.61,2830,1,3,10816,0,0,0,0,0,0,0,1,0
41,1992,140389.1,2710,1,3,13526,0,0,0,0,0,0,0,1,0
41,1993,152374.7,2750,1,3,16276,0,0,0,0,0,0,0,1,0
41,1994,88274.98,2784,1,3,19060,0,0,0,0,0,0,0,1,0
41,1996,93148.52,3120,1,3,22180,0,0,0,0,0,0,0,1,0
41,2000,145644,2860,1,3,25040,0,0,0,0,0,0,0,1,0
41,2004,84271.43,2600,1,3,27640,0,0,0,0,0,0,0,1,0
41,2006,129834.2,2860,1,3,30500,0,0,0,0,0,0,0,1,0
41,2008,101311,2860,1,3,33360,0,0,0,0,0,0,0,1,0
41,2010,130000,2860,1,3,36220,0,0,0,0,0,0,0,1,0
41,2012,123477.2,2600,1,3,38820,0,0,0,0,0,0,0,1,0
41,2014,128976.4,2704,1,3,41524,0,0,0,0,0,0,0,1,0
42,1990,50071.79,1560,1,1,1560,0,0,0,0,0,1,0,0,0
42,1991,38436.8,2080,1,1,3640,0,0,0,0,0,1,0,0,0
42,1992,13988.4,2000,1,1,5640,1,0,0,0,0,0,0,1,0
42,1993,44528.41,2283,1,1,7923,0,0,0,0,0,0,0,1,0
42,1994,47079.99,2052,1,1,9975,0,0,0,0,0,0,0,1,0
42,1996,48659.68,2340,1,1,12315,0,0,0,0,0,0,0,1,0
42,1998,56188.61,2600,0,1,14915,1,0,0,0,0,0,0,0,1
42,2000,63323.5,2340,0,1,17255,0,0,0,0,0,0,0,0,1
42,2002,54559.32,2340,1,1,19595,1,0,0,0,1,0,0,0,0
42,2004,55411.35,2340,1,1,21935,1,0,0,0,0,0,0,0,1
42,2006,48687.82,2340,0,1,24275,0,0,0,0,0,0,0,0,1
