person,year,labinc,hours,pp,group,cumul_hours,occswitch,jdum2,jdum3,jdum4,jdum5,jdum6,jdum7,jdum8,jdum9
1134,2008,40524.41,2080,0,2,2080,0,0,0,0,0,0,1,0,0
1134,2010,45000,1720,0,2,3800,1,0,0,0,0,1,0,0,0
1134,2012,44641.77,2080,0,2,5880,0,0,0,0,0,1,0,0,0
1134,2014,46062.99,2340,0,2,8220,0,0,0,0,0,1,0,0,0
1136,1989,24633.01,1080,1,3,1080,0,0,0,0,0,0,0,0,0
1136,1990,81783.92,2600,1,3,3680,0,0,0,0,0,0,0,0,0
1136,1991,88084.34,2820,1,3,6500,0,0,0,0,0,0,0,0,0
1136,1992,88593.18,2973,1,3,9473,0,0,0,0,0,0,0,0,0
1136,1993,90566.26,2782,1,3,12255,0,0,0,0,0,0,0,0,0
1136,1994,149557,2770,1,3,15025,0,0,0,0,0,0,0,0,0
1136,1996,118173.5,2600,1,3,17625,0,0,0,0,0,0,0,0,0
1136,1998,86958.55,2563,1,3,20188,1,0,0,1,0,0,0,0,0
1136,2000,273810.8,2600,0,3,22788,0,0,0,1,0,0,0,0,0
1136,2002,286133.3,2600,1,3,25388,1,0,0,0,1,0,0,0,0
1137,1984,25178.84,2080,0,2,2080,0,1,0,0,0,0,0,0,0
1137,1988,36876.09,2080,0,2,4160,0,0,0,0,0,0,1,0,0
1138,1988,55314.14,3730,1,2,3730,0,1,0,0,0,0,0,0,0
1138,1989,45747.01,2492,1,2,6222,1,0,0,0,0,0,0,0,0
1138,1990,51740.85,2638,1,2,8860,1,1,0,0,0,0,0,0,0
1138,1991,48046,2666,0,2,11526,0,1,0,0,0,0,0,0,0
1138,1992,26422.53,1203,1,2,12729,0,1,0,0,0,0,0,0,0
1138,1993,80000.2,2753,1,2,15482,1,0,0,0,1,0,0,0,0
1138,1994,50022.49,2460,1,2,17942,1,0,0,0,0,1,0,0,0
1138,1996,52830.51,5630,1,2,23572,1,0,0,0,1,0,0,0,0
1138,1998,,3696,0,2,27268,0,0,0,0,1,0,0,0,0
1138,2000,126647,3120,0,2,30388,0,0,0,0,1,0,0,0,0
1138,2002,43647.45,4284,0,2,34672,0,0,0,0,1,0,0,0,0
1138,2004,109668.3,4680,1,2,39352,0,0,0,0,1,0,0,0,0
1138,2006,62753.19,4732,1,2,44084,0,0,0,0,1,0,0,0,0
1138,2010,90000,4732,1,2,48816,0,0,0,0,1,0,0,0,0
1139,1987,40307.31,3355,1,2,3355,0,0,0,0,0,0,0,1,0
1139,1988,44251.31,2010,1,2,5365,1,1,0,0,0,0,0,0,0
1139,1989,52785.01,3732,0,2,9097,0,1,0,0,0,0,0,0,0
1139,1990,83452.98,4467,0,2,13564,1,0,0,0,0,0,0,1,0
1139,1991,83279.74,2670,1,2,16234,0,0,0,0,0,0,0,1,0
1139,1992,140389.1,2890,1,2,19124,0,0,0,0,0,0,0,1,0
1139,1994,38252.5,2323,1,2,21447,0,1,0,0,0,0,0,0,0
1139,1998,70904.66,1240,0,2,22687,0,0,0,0,0,0,0,1,0
1139,2004,56565.75,2080,0,2,24767,0,0,0,0,0,0,1,0,0
1140,1990,60086.15,1718,0,2,1718,0,1,0,0,0,0,0,0,0
1140,1991,32030.67,750,1,2,2468,1,0,0,0,0,0,0,1,0
1140,1998,48161.66,1820,0,2,4288,0,1,0,0,0,0,0,0,0
1140,2000,45592.92,1716,0,2,6004,0,1,0,0,0,0,0,0,0
1141,2002,22914.91,1960,1,2,1960,0,0,0,0,1,0,0,0,0
1141,2010,40000,2310,0,2,4270,0,0,0,0,0,0,0,0,0
1142,1984,35670.02,2175,1,3,2175,0,1,0,0,0,0,0,0,0
1142,1985,50668.21,2340,1,3,4515,0,1,0,0,0,0,0,0,0
1142,1986,63618.42,2340,1,3,6855,0,1,0,0,0,0,0,0,0
1142,1987,64299.76,2748,1,3,9603,0,1,0,0,0,0,0,0,0
1142,1988,73752.19,2451,1,3,12054,0,1,0,0,0,0,0,0,0
1142,1989,70380.02,1890,1,3,13944,1,0,0,0,1,0,0,0,0
1142,1990,83452.98,1710,1,3,15654,1,0,0,0,0,0,0,1,0
1142,1991,40038.34,2340,1,3,17994,0,0,0,0,0,0,0,1,0
1142,1992,23314,2340,1,3,20334,1,0,0,0,1,0,0,0,0
1142,1994,58849.99,2475,1,3,22809,0,0,0,0,1,0,0,0,0
1142,1996,192935.6,3380,1,3,26189,0,0,0,0,1,0,0,0,0
1142,1998,197957.8,2600,1,3,28789,0,0,0,0,1,0,0,0,0
1142,2000,273810.8,2340,1,3,31129,0,0,0,0,1,0,0,0,0
1142,2004,306993.9,2340,1,3,33469,0,0,0,0,1,0,0,0,0
1142,2008,311858.6,2600,1,3,36069,0,0,0,0,1,0,0,0,0
1142,2010,,2600,1,3,38669,0,0,0,0,1,0,0,0,0
1142,2012,128226.4,2615,0,3,41284,0,0,0,0,1,0,0,0,0
1143,1985,30400.93,2326,0,3,2326,0,0,0,0,0,0,0,1,0
1143,1986,39761.52,2120,1,3,4446,0,0,0,0,0,0,0,1,0
1143,1987,67178.85,2280,0,3,6726,0,0,0,0,0,0,0,1,0
1143,1988,73752.19,2520,1,3,9246,0,0,0,0,0,0,0,1,0
1143,1989,43987.51,2600,0,3,11846,0,0,0,0,0,0,0,1,0
1143,1990,43395.55,1200,0,3,13046,0,0,0,0,0,0,0,1,0
1143,1992,80821.85,2340,0,3,15386,0,0,0,0,0,0,0,1,0
1143,1993,152374.7,2340,0,3,17726,0,0,0,0,0,0,0,1,0
1143,1994,149557,2580,0,3,20306,0,0,0,0,0,0,0,1,0
1143,1996,192935.6,2340,1,3,22646,0,0,0,0,0,0,0,1,0
1143,1998,197957.8,2600,0,3,25246,0,0,0,0,0,0,0,1,0
1143,2000,273810.8,2340,0,3,27586,0,0,0,0,0,0,0,1,0
1143,2002,286133.3,2340,0,3,29926,1,0,0,0,1,0,0,0,0
1143,2004,306993.9,2340,1,3,32266,1,0,0,0,0,0,0,1,0
1143,2006,302747.4,2340,0,3,34606,0,0,0,0,0,0,0,1,0
1143,2008,311858.6,2340,0,3,36946,0,0,0,0,0,0,0,1,0
1143,2010,312324,2600,0,3,39546,0,0,0,0,0,0,0,1,0
1143,2012,326578.3,2600,0,3,42146,0,0,0,0,0,0,0,1,0
1143,2014,341155.4,2340,0,3,44486,0,0,0,0,0,0,0,1,0
1144,1988,23047.56,1250,0,2,1250,0,0,0,0,0,0,0,1,0
1144,1989,43987.51,2840,0,2,4090,0,0,0,0,0,0,0,1,0
1144,1990,58417.09,2840,0,2,6930,0,0,0,0,0,0,0,1,0
1144,1992,66833.45,2830,1,2,9760,0,0,0,0,0,0,0,1,0
1144,1994,80918.74,2600,1,2,12360,0,0,0,0,0,0,0,1,0
1144,1996,90367.98,2340,0,2,14700,0,0,0,0,0,0,0,1,0
1144,1998,93647.67,2295,0,2,16995,0,0,0,0,0,0,0,1,0
1144,2000,273810.8,1400,0,2,18395,0,0,0,0,0,0,0,1,0
1144,2004,106205.1,2080,0,2,20475,0,0,0,0,0,0,0,1,0
1144,2006,302747.4,1820,0,2,22295,0,0,0,0,0,0,0,1,0
1144,2008,151966.5,1560,0,2,23855,0,0,0,0,0,0,0,1,0
1144,2010,312324,520,0,2,24375,0,0,0,0,0,0,0,1,0
1144,2012,142473.8,520,0,2,24895,0,0,0,0,0,0,0,1,0
1144,2014,341155.4,765,0,2,25660,0,0,0,0,0,0,0,1,0
1147,2006,7032.685,962,1,2,962,0,0,0,0,0,0,0,1,0
1147,2008,20262.2,2080,1,2,3042,0,0,0,0,0,0,0,1,0
1147,2010,24000,1664,0,2,4706,0,0,0,0,0,0,0,1,0
1147,2012,22795.8,1976,0,2,6682,0,0,0,0,0,0,0,1,0
1147,2014,26716.53,2080,1,2,8762,0,0,0,0,0,0,0,1,0
1148,1984,24003.82,2852,1,2,2852,0,0,0,0,0,0,1,0,0
1148,1985,22294.02,2624,1,2,5476,1,0,0,0,0,0,0,1,0
1148,1987,9213.1,3030,1,2,8506,0,0,0,0,0,0,1,0,0
1148,1988,63980.02,3552,1,2,12058,0,0,0,0,0,0,1,0,0
1148,1989,42228.01,4056,1,2,16114,1,0,0,0,0,0,0,1,0
1148,1992,12434.13,2320,0,2,18434,0,0,0,0,0,1,0,0,0
1148,1993,18113.25,2600,1,2,21034,0,0,0,0,0,1,0,0,0
1148,1994,26482.5,2980,1,2,24014,0,0,0,0,0,1,0,0,0
1148,1996,19463.87,2600,1,2,26614,1,0,0,1,0,0,0,0,0
1148,1998,18729.54,2880,0,2,29494,1,0,0,0,0,0,0,1,0
1148,2000,60790.56,4680,1,2,34174,0,0,0,0,0,0,0,1,0
1148,2006,33540.5,4004,0,2,38178,0,0,0,0,0,0,0,1,0
1148,2008,31778.22,5200,1,2,43378,0,0,0,0,0,0,0,1,0
1148,2010,21000,4264,0,2,47642,0,0,0,0,0,0,0,1,0
1148,2012,24695.45,3640,0,2,51282,1,0,0,0,0,0,0,0,0
1149,1987,9596.979,1960,0,2,1960,0,0,0,0,0,1,0,0,0
1149,1988,50335.87,2080,0,2,4040,0,0,0,0,0,1,0,0,0
1149,1989,31671.01,2080,0,2,6120,0,0,0,0,0,1,0,0,0
1149,1990,31712.13,2008,0,2,8128,0,0,0,0,0,1,0,0,0
1149,1991,38436.8,2204,0,2,10332,1,0,0,0,1,0,0,0,0
1150,1991,20819.94,2080,0,2,2080,0,0,0,0,0,0,0,0,0
1150,1994,,1440,0,2,3520,0,0,0,0,0,0,1,0,0
1150,1996,19463.87,2080,0,2,5600,0,0,0,0,0,0,1,0,0
1150,1998,18729.54,2080,0,2,7680,0,0,0,0,0,0,1,0,0
1150,2000,21529.99,2080,0,2,9760,0,0,0,0,0,0,1,0,0
1150,2002,18186.44,2000,0,2,11760,1,0,0,0,1,0,0,0,0
1151,1986,29821.14,2110,0,1,2110,0,0,0,0,0,1,0,0,0
1151,1987,30710.33,2310,0,1,4420,1,0,1,0,0,0,0,0,0
1151,1989,21114,2150,1,1,6570,0,0,0,0,1,0,0,0,0
1151,1990,41726.49,2240,1,1,8810,0,0,0,0,1,0,0,0,0
1151,1991,22421.47,2080,1,1,10890,0,0,0,0,1,0,0,0,0
1151,1992,27976.79,2080,1,1,12970,0,0,0,0,1,0,0,0,0
1151,1993,25660.44,2080,1,1,15050,0,0,0,0,1,0,0,0,0
1151,1994,26482.5,2080,0,1,17130,0,0,0,0,1,0,0,0,0
1151,1996,25024.98,2080,1,1,19210,0,0,0,0,1,0,0,0,0
1151,2000,25329.4,2340,0,1,21550,0,0,0,0,1,0,0,0,0
1151,2004,,1248,1,1,22798,0,1,0,0,0,0,0,0,0
1153,1992,17376.7,1364,0,2,1364,0,0,0,0,0,0,0,0,0
1153,2004,13852.84,2080,1,2,3444,0,0,0,0,0,1,0,0,0
1153,2012,9540.042,1120,0,2,4564,0,0,0,0,0,0,1,0,0
1153,2014,11055.12,1667,0,2,6231,0,0,0,0,0,0,1,0,0
1155,1987,47025.2,2080,1,3,2080,0,0,0,0,1,0,0,0,0
1155,1988,44251.31,2080,1,3,4160,0,0,0,0,1,0,0,0,0
1155,1989,45747.01,2080,1,3,6240,0,0,0,0,1,0,0,0,0
1155,1990,47568.2,2080,1,3,8320,0,0,0,0,1,0,0,0,0
1155,1991,46444.47,2080,0,3,10400,0,0,0,0,1,0,0,0,0
1155,1992,49736.52,2080,1,3,12480,0,0,0,0,1,0,0,0,0
1155,1993,45283.13,2080,0,3,14560,0,0,0,0,1,0,0,0,0
1155,1994,47079.99,2080,0,3,16640,0,0,0,0,1,0,0,0,0
1155,1996,45879.13,2080,1,3,18720,0,0,0,0,1,0,0,0,0
1155,1998,52175.13,2080,1,3,20800,0,0,0,0,1,0,0,0,0
1155,2000,54458.21,2080,1,3,22880,0,0,0,0,1,0,0,0,0
1155,2004,58874.56,2860,1,3,25740,0,0,0,0,1,0,0,0,0
1155,2006,56261.48,3120,1,3,28860,0,0,0,0,1,0,0,0,0
1155,2008,67371.82,2280,1,3,31140,0,0,0,0,1,0,0,0,0
1155,2010,58000,2080,1,3,33220,0,0,0,0,1,0,0,0,0
1155,2012,64588.1,2600,1,3,35820,0,0,0,0,1,0,0,0,0
1155,2014,66330.7,2860,1,3,38680,0,0,0,0,1,0,0,0,0
1156,1984,29375.31,2000,1,2,2000,0,0,0,0,0,0,1,0,0
1156,1985,26347.47,1730,1,2,3730,0,0,0,0,0,0,1,0,0
1156,1986,27833.06,1820,1,2,5550,0,0,0,0,0,0,1,0,0
1156,1987,26871.54,1960,0,2,7510,0,0,0,0,0,0,1,0,0
1156,1988,35032.29,1750,1,2,9260,0,0,0,0,0,0,1,0,0
1156,1989,26392.51,1660,1,2,10920,0,0,0,0,0,0,1,0,0
1156,1990,26704.96,1680,1,2,12600,0,0,0,0,0,0,1,0,0
1156,1998,21405.18,2080,0,2,14680,0,0,0,0,0,1,0,0,0
1156,2000,30395.28,1800,1,2,16480,0,0,0,0,0,1,0,0,0
1156,2004,11544.03,560,0,2,17040,0,0,0,0,0,0,1,0,0
1156,2006,27048.79,1840,0,2,18880,0,0,0,0,0,0,1,0,0
1156,2008,30393.3,2450,0,2,21330,1,0,0,0,0,1,0,0,0
1156,2010,32000,1300,0,2,22630,0,0,0,0,0,1,0,0,0
1156,2012,27544.92,1300,0,2,23930,0,0,0,0,0,1,0,0,0
1157,2002,49709.6,2080,1,2,2080,0,0,0,0,1,0,0,0,0
1158,1986,23856.91,1934,0,3,1934,0,1,0,0,0,0,0,0,0
1158,1987,38387.91,2047,0,3,3981,0,1,0,0,0,0,0,0,0
1158,1988,41994.5,2030,0,3,6011,0,1,0,0,0,0,0,0,0
1158,1989,43987.51,2008,0,3,8019,0,1,0,0,0,0,0,0,0
1158,1990,38388.37,2080,0,3,10099,0,1,0,0,0,0,0,0,0
1158,1991,40038.34,2080,0,3,12179,0,1,0,0,0,0,0,0,0
1158,1992,38856.66,2080,0,3,14259,0,1,0,0,0,0,0,0,0
1158,1993,52830.32,2080,0,3,16339,0,1,0,0,0,0,0,0,0
1158,1994,29425,2080,0,3,18419,0,1,0,0,0,0,0,0,0
1158,1996,41708.3,2080,0,3,20499,0,1,0,0,0,0,0,0,0
1158,1998,40134.72,2080,0,3,22579,0,1,0,0,0,0,0,0,0
1158,2000,32928.22,2080,0,3,24659,0,1,0,0,0,0,0,0,0
1158,2002,31523.16,2080,0,3,26739,1,0,0,0,1,0,0,0,0
1158,2004,28860.08,2080,0,3,28819,1,1,0,0,0,0,0,0,0
1158,2006,33540.5,1924,0,3,30743,0,1,0,0,0,0,0,0,0
1158,2008,40524.41,2080,0,3,32823,0,1,0,0,0,0,0,0,0
1158,2010,35000,1862,0,3,34685,0,1,0,0,0,0,0,0,0
1158,2012,37993,1976,0,3,36661,0,1,0,0,0,0,0,0,0
1158,2014,32244.09,2052,0,3,38713,0,1,0,0,0,0,0,0,0
1159,1987,28790.94,2102,0,1,2102,0,0,0,0,1,0,0,0,0
1159,1988,32450.96,2080,0,1,4182,1,0,0,0,0,0,0,1,0
1159,1989,29911.51,2275,0,1,6457,1,0,0,0,1,0,0,0,0
1159,1990,19194.19,1520,0,1,7977,0,0,0,0,1,0,0,0,0
1159,1991,25624.54,2080,0,1,10057,1,0,0,0,0,0,0,1,0
1159,1992,24868.26,2080,0,1,12137,1,0,0,0,1,0,0,0,0
1159,1993,28679.31,2080,0,1,14217,0,0,0,0,1,0,0,0,0
1159,1994,30896.25,2080,1,1,16297,1,0,0,0,0,0,0,1,0
1159,1996,31976.36,2080,1,1,18377,0,0,0,0,0,0,0,1,0
1159,1998,37459.07,2080,1,1,20457,0,0,0,0,0,0,0,1,0
1159,2000,37994.1,2080,0,1,22537,0,0,0,0,0,0,0,1,0
1159,2006,32458.55,2740,1,1,25277,0,1,0,0,0,0,0,0,0
1159,2008,31406.41,1126,1,1,26403,0,1,0,0,0,0,0,0,0
1159,2010,20000,2288,0,1,28691,1,0,1,0,0,0,0,0,0
1160,1989,26392.51,2080,0,1,2080,0,0,0,0,1,0,0,0,0
1160,1990,25035.89,2080,0,1,4160,0,0,0,0,1,0,0,0,0
1160,1991,27226.07,2080,0,1,6240,0,0,0,0,1,0,0,0,0
1160,1992,31085.33,2224,0,1,8464,0,0,0,0,1,0,0,0,0
1160,1993,30188.75,2278,0,1,10742,0,0,0,0,1,0,0,0,0
1160,1994,14712.5,2080,0,1,12822,1,0,0,0,0,0,1,0,0
1160,1996,25024.98,3120,0,1,15942,0,0,0,0,0,0,1,0,0
1161,1988,9219.023,520,0,1,520,0,1,0,0,0,0,0,0,0
1163,1985,6116.667,920,0,2,920,0,0,0,0,0,1,0,0,0
1163,1986,13916.53,2080,0,2,3000,0,0,0,0,0,1,0,0,0
1163,1989,14076,918,0,2,3918,0,0,0,0,0,0,0,1,0
1163,1990,13352.48,1816,0,2,5734,0,0,0,0,0,0,0,1,0
1163,1993,7127.564,1148,0,2,6882,0,0,0,0,0,0,0,1,0
1163,1994,13241.25,1935,0,2,8817,1,0,0,0,0,0,0,0,0
1163,1996,10694.01,2536,0,2,11353,1,1,0,0,0,0,0,0,0
1163,1998,13378.24,2504,0,2,13857,1,0,0,0,0,0,0,0,0
1163,2012,5622.964,680,0,2,14537,0,1,0,0,0,0,0,0,0
1169,1984,53505.03,2080,0,1,2080,0,0,0,0,0,1,0,0,0
1169,1985,79830.81,2080,0,1,4160,0,0,0,0,0,1,0,0,0
1169,1986,85723.84,2080,0,1,6240,0,0,0,0,0,1,0,0,0
1169,1987,38387.91,2040,0,1,8280,1,0,0,0,1,0,0,0,0
1169,1989,21114,3340,0,1,11620,0,0,0,1,0,0,0,0,0
1169,1990,123982.8,3120,0,1,14740,0,0,0,1,0,0,0,0,0
1169,1992,23314,3450,0,1,18190,0,0,0,0,0,1,0,0,0
1169,1993,37735.94,3645,0,1,21835,0,0,0,0,0,1,0,0,0
1169,1994,51493.74,3350,0,1,25185,1,0,0,0,1,0,0,0,0
1169,1996,38927.74,2600,0,1,27785,0,0,0,0,1,0,0,0,0
1169,2000,46454.12,3380,0,1,31165,0,0,0,0,1,0,0,0,0
1169,2002,42435.02,2850,0,1,34015,0,0,0,0,1,0,0,0,0
1169,2006,140653.7,2600,0,1,36615,0,0,0,0,0,0,0,0,0
1169,2008,70917.71,2080,0,1,38695,0,0,0,0,0,0,0,0,0
1169,2010,30000,1520,0,1,40215,0,0,0,0,0,0,0,0,0
1169,2012,37993,2080,0,1,42295,0,0,0,0,0,0,0,0,0
1171,1991,32030.67,660,0,2,660,0,0,0,0,1,0,0,0,0
1171,1992,46627.99,2230,0,2,2890,1,0,0,0,0,1,0,0,0
1171,1994,44137.49,2795,0,2,5685,0,0,0,0,0,1,0,0,0
1171,1996,33366.64,3120,0,2,8805,0,0,0,0,0,1,0,0,0
1171,2000,158308.8,3900,0,2,12705,0,0,0,0,0,1,0,0,0
1171,2002,87294.91,3135,0,2,15840,1,0,0,0,1,0,0,0,0
1171,2004,59451.76,2600,0,2,18440,1,0,1,0,0,0,0,0,0
1171,2006,60589.29,1101,0,2,19541,1,0,0,0,0,1,0,0,0
1171,2010,25000,3290,0,2,22831,0,0,0,0,0,1,0,0,0
1171,2012,23270.71,2600,0,2,25431,0,0,0,0,0,1,0,0,0
1171,2014,26716.53,2960,0,2,28391,0,0,0,0,0,1,0,0,0
1172,1996,13902.76,1300,1,1,1300,0,0,0,0,1,0,0,0,0
1172,2000,30395.28,520,0,1,1820,0,0,0,0,1,0,0,0,0
1172,2002,25218.53,624,1,1,2444,0,0,0,0,1,0,0,0,0
1172,2004,24242.47,2340,1,1,4784,0,0,0,0,1,0,0,0,0
1172,2008,21072.69,2080,1,1,6864,0,0,0,0,1,0,0,0,0
1172,2010,20400,2080,1,1,8944,0,0,0,0,1,0,0,0,0
1172,2012,19756.36,2080,0,1,11024,0,0,0,0,1,0,0,0,0
1172,2014,19162.2,2080,1,1,13104,0,0,0,0,1,0,0,0,0
1174,1985,24320.74,2575,1,3,2575,0,0,0,0,0,0,0,1,0
1174,1986,29821.14,2365,1,3,4940,0,0,0,0,0,0,0,1,0
1174,1987,28790.94,2736,1,3,7676,0,0,0,0,0,0,0,1,0
1174,1988,47938.92,2484,0,3,10160,0,0,0,0,0,0,0,1,0
1174,1989,35190.01,2340,1,3,12500,0,0,0,0,0,0,0,1,0
1174,1990,38388.37,2240,1,3,14740,0,0,0,0,0,0,0,1,0
1174,1991,56053.67,2124,1,3,16864,0,0,0,0,0,0,0,1,0
1174,1992,55953.59,2204,1,3,19068,1,0,0,0,1,0,0,0,0
1174,1993,6188.694,2080,1,3,21148,0,0,0,0,1,0,0,0,0
1174,1994,95631.23,2080,1,3,23228,1,0,0,0,0,0,0,1,0
1174,1996,192935.6,2184,1,3,25412,0,0,0,0,0,0,0,1,0
1174,1998,197957.8,2080,1,3,27492,1,0,0,0,1,0,0,0,0
1174,2000,273810.8,2600,1,3,30092,0,0,0,0,1,0,0,0,0
1174,2004,138528.4,2080,1,3,32172,0,1,0,0,0,0,0,0,0
1174,2010,33000,2080,0,3,34252,0,1,0,0,0,0,0,0,0
1174,2012,21845.97,624,1,3,34876,1,0,0,0,0,0,0,1,0
1174,2014,57118.11,2504,1,3,37380,0,0,0,0,0,0,0,1,0
1175,1990,33381.2,1080,1,2,1080,0,0,0,0,1,0,0,0,0
1175,1991,32030.67,2340,1,2,3420,0,0,0,0,1,0,0,0,0
1175,1992,34193.86,2215,0,2,5635,0,0,0,0,1,0,0,0,0
1175,1993,37735.94,2080,1,2,7715,0,0,0,0,1,0,0,0,0
1175,1994,44137.49,2080,0,2,9795,0,0,0,0,1,0,0,0,0
1175,1996,83416.59,2600,1,2,12395,0,0,0,0,1,0,0,0,0
1175,1998,197957.8,2600,1,2,14995,0,0,0,0,1,0,0,0,0
1175,2000,126647,2600,1,2,17595,0,0,0,0,1,0,0,0,0
1175,2002,133367.2,3120,1,2,20715,0,0,0,0,1,0,0,0,0
1175,2004,144300.4,2340,1,2,23055,0,0,0,0,1,0,0,0,0
1175,2008,311858.6,2860,1,2,25915,0,0,0,0,1,0,0,0,0
1175,2010,50000,1960,1,2,27875,1,1,0,0,0,0,0,0,0
1175,2012,147222.9,2600,1,2,30475,1,0,0,0,1,0,0,0,0
1176,1991,36835.27,2424,0,3,2424,0,1,0,0,0,0,0,0,0
1177,1987,30710.33,1936,0,2,1936,0,1,0,0,0,0,0,0,0
1177,1989,10557,760,0,2,2696,0,1,0,0,0,0,0,0,0
1177,1990,9179.828,620,0,2,3316,0,1,0,0,0,0,0,0,0
1177,1991,12812.27,1040,0,2,4356,0,1,0,0,0,0,0,0,0
1177,1992,9325.599,1040,0,2,5396,0,1,0,0,0,0,0,0,0
1177,1993,9056.625,640,0,2,6036,0,1,0,0,0,0,0,0,0
1177,1994,11770,734,0,2,6770,0,1,0,0,0,0,0,0,0
1177,1996,18073.59,1040,0,2,7810,0,1,0,0,0,0,0,0,0
1177,1998,21405.18,1300,0,2,9110,0,1,0,0,0,0,0,0,0
1177,2000,31155.16,1456,0,2,10566,0,1,0,0,0,0,0,0,0
1177,2004,30014.48,1560,0,2,12126,0,1,0,0,0,0,0,0,0
1177,2010,46500,2080,0,2,14206,0,1,0,0,0,0,0,0,0
1177,2012,42267.21,2080,1,2,16286,0,1,0,0,0,0,0,0,0
1178,1988,20281.85,1904,0,2,1904,0,1,0,0,0,0,0,0,0
1178,1989,21114,1960,0,2,3864,1,0,0,0,0,1,0,0,0
1178,2002,43647.45,2350,1,2,6214,0,0,0,0,1,0,0,0,0
1179,1988,23969.46,2080,1,3,2080,0,1,0,0,0,0,0,0,0
1179,1989,25512.76,2080,1,3,4160,0,1,0,0,0,0,0,0,0
1179,1990,25035.89,2080,1,3,6240,0,1,0,0,0,0,0,0,0
1179,1991,28760.34,2066,1,3,8306,0,1,0,0,0,0,0,0,0
1179,1992,27976.79,2049,1,3,10355,0,1,0,0,0,0,0,0,0
1179,1993,28528.37,2080,1,3,12435,0,1,0,0,0,0,0,0,0
1179,1994,27953.75,2080,1,3,14515,0,1,0,0,0,0,0,0,0
1179,1996,30586.08,2496,1,3,17011,0,1,0,0,0,0,0,0,0
1179,2004,11544.03,700,0,3,17711,0,1,0,0,0,0,0,0,0
1179,2006,37868.3,2080,0,3,19791,0,1,0,0,0,0,0,0,0
1179,2008,25327.75,1544,0,3,21335,0,1,0,0,0,0,0,0,0
1179,2010,10000,1040,0,3,22375,1,0,0,0,0,1,0,0,0
1179,2012,13297.55,1040,0,3,23415,0,0,0,0,0,1,0,0,0
1179,2014,13266.14,1250,0,3,24665,0,0,0,0,0,1,0,0,0
1180,1984,33571.78,2510,0,3,2510,0,0,0,0,1,0,0,0,0
1180,1985,48641.49,2180,0,3,4690,0,0,0,0,1,0,0,0,0
1180,1986,41749.59,2080,0,3,6770,1,0,0,0,0,1,0,0,0
1180,1987,49904.29,2080,0,3,8850,1,0,0,0,1,0,0,0,0
1180,1988,55314.14,2080,0,3,10930,0,0,0,0,1,0,0,0,0
1180,1989,66861.02,2080,0,3,13010,0,0,0,0,1,0,0,0,0
1180,1990,50071.79,2080,0,3,15090,0,0,0,0,1,0,0,0,0
1180,1991,49647.54,2080,0,3,17170,0,0,0,0,1,0,0,0,0
1180,1992,55953.59,2080,0,3,19250,0,0,0,0,1,0,0,0,0
1180,1993,67924.69,2080,0,3,21330,0,0,0,0,1,0,0,0,0
1180,1994,52964.99,2080,0,3,23410,0,0,0,0,1,0,0,0,0
1180,1996,69513.83,2080,0,3,25490,1,0,0,0,0,1,0,0,0
1180,1998,53512.96,2080,0,3,27570,1,0,0,0,0,0,0,1,0
1180,2000,65856.45,2600,0,3,30170,0,0,0,0,0,0,0,1,0
1180,2002,286133.3,2080,0,3,32250,1,0,0,0,1,0,0,0,0
1180,2004,306993.9,2080,0,3,34330,1,0,0,0,0,1,0,0,0
1180,2008,70917.71,2080,0,3,36410,0,0,0,0,0,1,0,0,0
1180,2010,50000,2080,0,3,38490,0,0,0,0,0,1,0,0,0
1180,2012,142473.8,2080,0,3,40570,0,0,0,0,0,1,0,0,0
1181,1984,31473.55,1840,1,3,1840,0,1,0,0,0,0,0,0,0
1181,1985,34454.39,2080,1,3,3920,0,1,0,0,0,0,0,0,0
1181,1986,39761.52,2080,0,3,6000,0,1,0,0,0,0,0,0,0
1181,1987,67178.85,2080,0,3,8080,0,1,0,0,0,0,0,0,0
1181,1988,73752.19,2080,1,3,10160,0,1,0,0,0,0,0,0,0
1181,1989,65277.46,2080,1,3,12240,0,1,0,0,0,0,0,0,0
1181,1990,62089.02,2080,1,3,14320,0,1,0,0,0,0,0,0,0
1181,1991,67264.41,2080,1,3,16400,0,1,0,0,0,0,0,0,0
1181,1992,65279.19,2080,0,3,18480,0,1,0,0,0,0,0,0,0
1181,1993,78490.75,2080,0,3,20560,0,1,0,0,0,0,0,0,0
1181,1994,95631.23,2080,1,3,22640,0,1,0,0,0,0,0,0,0
1181,1996,70069.94,2080,0,3,24720,0,1,0,0,0,0,0,0,0
1181,1998,80269.44,2080,1,3,26800,0,1,0,0,0,0,0,0,0
1181,2000,151976.4,2080,1,3,28880,0,1,0,0,0,0,0,0,0
1182,1985,26347.47,1737,0,2,1737,0,0,0,0,0,0,1,0,0
1182,1987,30710.33,2110,0,2,3847,0,0,0,0,0,0,0,1,0
1182,1992,52845.06,2757,0,2,6604,0,0,0,0,0,0,0,0,0
1182,1993,48302,3122,0,2,9726,1,0,0,0,0,0,1,0,0
1182,1998,53512.96,2340,0,2,12066,0,0,0,0,0,0,1,0,0
1182,2002,56984.17,2444,0,2,14510,0,0,0,0,1,0,0,0,0
1183,1986,33797.29,1800,0,2,1800,0,1,0,0,0,0,0,0,0
1183,1993,48302,2600,0,2,4400,0,1,0,0,0,0,0,0,0
