"","job","pp","wage"
"317",5,0,19.4527945205479
"318",8,0,11.6926634615385
"319",2,0,8.86444711538462
"320",8,0,8.86966728280961
"321",8,0,5.07548076923077
"322",2,0,16.6101586538462
"323",8,1,29.5919259259259
"324",8,0,14.4420550161812
"325",5,0,34.8301963350785
"326",5,1,23.0696586538462
"327",5,1,15.6014230769231
"329",2,0,12.3461806167401
"330",2,0,18.6153365384615
"331",8,1,24.2043861003861
"332",5,0,8.8358954248366
"333",5,0,12.8273955696203
"334",5,0,11.3235148514851
"335",5,1,17.6006370656371
"337",8,0,9.02988522727273
"338",8,0,16.6216129032258
"339",5,0,6.47280465116279
"340",5,1,4.91924410540915
"341",8,0,9.61734265734266
"342",5,1,23.8907121807466
"343",2,1,29.500876
"344",8,0,9.59078981302386
"345",5,1,28.7089102564103
"346",8,0,3.81335679442509
"347",8,0,8.28033035367276
"348",5,1,27.8687970890411
"350",5,1,14.8034903846154
"351",5,1,20.0721132897603
"352",2,1,18.8645507117438
"353",2,0,16.8377106227106
"354",2,0,19.7785566546763
"355",8,1,8.38093181818182
"356",2,0,9.16874456521739
"357",5,0,22.0897296296296
"358",2,0,9.30504807692308
"359",5,1,6.74562682926829
"360",8,0,13.9294054982818
"361",5,0,25.1596806482364
"362",5,0,6.06286324786325
"363",8,1,11.2653101240496
"364",8,0,14.5628600823045
"365",2,1,21.6364779559118
"366",8,1,12.10816490332
"367",5,0,12.8389230769231
"368",5,0,4.36226363636364
"369",8,1,8.72444064484612
"370",8,0,17.6226322115385
"371",8,1,15.1030240384615
"372",5,0,11.424974702381
"373",5,1,12.2100844444444
"374",2,1,12.4492971698113
"375",5,1,25.2606312826699
"376",8,0,8.02876923076923
"377",5,0,11.3682265795207
"378",8,0,4.3455218579235
"379",2,0,19.1501929133858
"380",5,1,4.67706730769231
"381",2,0,8.08742788461538
"382",8,0,17.1537512846865
"383",8,1,14.0850854856311
"384",5,0,8.50986923076923
"385",5,0,7.89963841059603
"386",5,1,14.1501302325581
"387",5,0,20.0382768361582
"388",5,0,8.7879837398374
"389",8,1,19.7229722222222
"390",5,0,20.4593081395349
"391",8,0,8.86444711538462
"392",8,0,9.60209813874789
"393",5,0,3.94710576142819
"394",5,0,14.6489753401361
"395",8,0,12.7959725490196
"396",2,0,10.7392600536193
"397",8,1,35.9661678594665
"398",8,0,11.5780533751962
"399",8,0,7.35912547528517
"400",8,1,6.6778550247117
"401",8,0,11.974257258609
"402",5,0,11.804021978022
"403",2,0,17.1248812994586
"404",8,0,5.1704303599374
"405",8,1,11.8992380522994
"406",8,1,15.9949625
"407",8,1,8.86444711538462
"409",8,1,13.0381025338833
"410",8,1,19.1150367170626
"411",8,1,16.9182740384615
"412",8,1,12.4581396396396
"413",8,0,11.0734375
"414",2,0,16.9309041769042
"415",5,0,17.7506767857143
"416",8,0,17.9287538461538
"417",8,0,8.32710050614606
"418",8,1,26.2233221153846
"419",5,1,23.46
"420",8,1,10.7634681528662
"421",5,1,12.3367702196036
"422",2,0,10.7286585365854
"423",8,1,17.9831346801347
"424",5,0,36.4208333333333
"425",2,1,19.5111587301587
"426",8,0,15.9871647509579
"427",5,1,24.8423160762943
"428",2,0,15.9457538461538
"429",8,0,12.3908497652582
"430",2,0,25.8351423267327
"431",8,0,16.0342444620253
"432",8,0,9.10520987654321
"433",8,1,13.0413431613432
"434",5,1,13.1875779092702
"435",5,0,15.2928894230769
"436",8,0,31.4568955696203
"437",8,1,9.19030529595016
"438",8,0,17.7594429906542
"439",8,0,11.459078358209
"440",2,0,38.6604193548387
"441",5,1,24.257153024911
"442",5,0,36.9587083333333
"443",8,1,17.0976192579505
"444",8,0,10.5849044117647
"445",8,0,11.850799522673
"446",2,0,11.2222741935484
"447",2,1,17.3304759615385
"448",8,0,10.5485611510791
"449",5,0,7.20236171875
"450",8,0,12.0364855769231
"451",5,1,10.6830936920223
"452",8,0,12.8919112426036
"453",8,0,12.8637534883721
"454",8,0,14.7645817307692
"455",2,0,30.184764107308
"456",8,1,11.9684385142445
"457",8,1,7.84597635933806
"458",8,1,27.441719618745
"459",8,1,14.8359130434783
"460",5,0,9.940378125
"462",5,0,37.3524357298475
"463",2,0,26.5933365384615
"464",2,1,14.4860047169811
"465",2,1,16.8239083665339
"466",8,0,14.3818255319149
"467",8,0,8.14583333333333
"468",2,1,28.90384
"469",2,0,16.1886737523105
"470",8,0,6.09166935050993
"471",8,0,14.5172998595506
"472",8,0,9.55805555555555
"473",8,1,11.1929168900804
"474",2,1,32.2975240384615
"475",8,1,5.48751369047619
"476",2,0,14.7645817307692
"477",8,1,11.967
"478",8,0,22.5576965811966
"479",8,1,10.4168460710441
"480",5,0,15.5215215946844
"481",2,0,10.4553492063492
"482",5,0,6.64743440233236
"483",5,0,26.0105046728972
"484",5,0,5.9186524822695
"485",5,0,5.01665594059406
"486",5,0,6.95671850699844
"487",8,1,21.5775833820948
"488",2,0,11.2539222614841
"490",5,1,11.2532594339623
"491",8,0,15.9913660017346
"492",5,0,13.1962548076923
"493",5,0,18.0987695473251
"494",5,0,33.5237227272727
"495",8,0,15.0695576923077
"496",8,0,11.5348317307692
"497",8,0,19.856358974359
"498",2,1,17.0843238353686
"499",5,1,18.8485733634312
"500",5,1,15.2590712643678
"501",5,0,24.8064054927302
"502",8,1,15.3844694656489
"503",2,0,13.5550636363636
"504",8,0,6.37203766025641
"505",8,1,11.536976744186
"506",2,0,29.2316538461538
"508",8,1,8.50463560885609
"509",5,0,15.1030240384615
"510",5,0,17.5950038461538
"511",2,0,15.9302863340564
"512",2,1,21.0146233894945
"513",8,0,8.99416802168022
"514",5,1,19.1161153846154
"515",8,0,21.6292461538462
"516",2,0,15.6400044444444
"517",8,1,15.9949642857143
"518",8,0,20.6454
"519",8,1,8.07953777777778
"520",8,0,14.3453913043478
"521",8,0,17.2045
"522",8,0,21.7336563307494
"523",8,0,13.103849137931
"524",5,1,19.4877740384615
"525",2,0,8.94634
"526",2,1,19.9182594339623
"527",5,0,13.3203798076923
"528",2,0,14.6158317307692
"529",8,1,20.675988
"530",5,0,9.55778024691358
"531",2,0,20.3882259615385
"532",5,1,11.7631882640587
"533",2,0,11.4696682692308
"534",2,0,16.841343358396
"535",8,0,17.7721832358674
"536",2,1,22.2185868911606
"537",2,0,15.2615110441767
"538",8,0,8.91069721115538
"539",2,0,23.7889401709402
"540",5,1,16.1229123505976
"542",2,1,25.9513316477033
"543",2,0,27.9749655172414
"544",2,0,10.3751148648649
"545",2,0,23.382139582272
"546",5,0,17.5950055555556
"547",2,0,15.5588586956522
"548",8,0,13.5040677200903
"549",8,1,13.6107627952756
"550",2,0,18.4633677298311
"551",5,0,18.2335467128028
"552",8,0,16.9182740384615
"553",8,0,10.2637541666667
"554",2,1,18.2288994413408
"555",5,0,15.5902211538462
"556",2,0,47.3939528619529
"557",2,1,18.9357443946188
"558",5,0,14.3370865384615
"559",2,0,19.5235321100917
"560",5,0,22.315137755102
"561",2,1,13.2966682692308
"562",2,0,43.2753227031131
"564",2,0,23.2143344231667
"565",2,0,15.2151843043995
"566",2,0,20.4621634615385
"568",2,0,18.0139333333333
"569",2,0,24.3820613207547
"570",2,1,28.5765707656613
"571",5,0,9.56691037735849
"572",2,0,13.3812788461538
"573",2,0,24.9199613733906
"574",2,1,13.8726766985864
"575",2,0,13.4726826923077
"576",5,0,24.3597163461538
"577",2,0,22.4109423076923
"578",2,0,27.0337464788732
"579",8,0,14.6158317307692
"580",2,1,19.2345450367647
"581",2,0,17.8173956043956
"582",8,0,10.8459117647059
"583",2,1,19.7629373723622
"584",2,0,17.294235042735
"585",8,0,19.9321884615385
"586",5,0,16.373135371179
"587",8,0,18.1603076923077
"588",2,1,11.3791184210526
"589",2,0,15.8627737603306
"590",2,1,20.3586586538462
"591",2,0,23.9340048076923
"593",8,1,23.3274898785425
"595",5,0,20.4621634615385
"596",5,0,15.5723968668407
"597",2,0,31.8081676136364
"598",2,1,15.7879327217125
"599",2,0,22.3207973568282
"600",5,0,22.1474253144654
"601",2,1,15.2204901185771
"604",2,0,31.405467032967
"605",2,0,14.7182547528517
"606",5,0,23.8951394230769
"607",5,0,27.3144769230769
"608",5,0,20.0633710801394
"609",2,0,25.3774086538462
"610",5,0,6.52578410539737
"611",2,0,22.9393365384615
"612",2,0,24.8204471153846
"613",2,1,15.1398466257669
"614",5,0,7.06139972144847
"615",2,0,22.3021314102564
"616",2,0,13.5346192307692
"617",2,0,22.1611153846154
"618",5,0,27.7580063868613
"619",5,0,54.8015384615385
"621",5,0,14.0081434977578
"622",5,0,28.3662259615385
"623",5,1,21.9500595238095
"624",5,0,27.7773177570093
"626",5,0,31.9120064102564
"627",2,0,20.1040900562852
"628",5,1,30.6279867109635
"629",5,0,27.460920212766
"630",5,0,16.9182740384615
"631",5,0,29.3250069444444
"632",2,1,14.75044
"633",2,0,4.18953141361257
"634",5,1,19.6540768037238
"635",5,1,21.6274821570182
"636",5,0,21.2001182654402
"637",5,0,3.73258602584814
"638",5,0,20.3062202643172
"639",5,1,20.0413557312253
"640",5,0,36.6341196581197
"641",5,1,27.6835961538462
"642",5,0,27.9636037735849
"643",5,0,21.9315412087912
"644",5,1,33.43051
"645",5,0,22.8942483370288
"646",2,1,39.7395178571429
"647",5,0,20.0501209302326
"648",5,1,20.8267387755102
"649",2,0,15.2335816993464
"650",5,1,19.6339055793991
"651",5,0,34.4272449799197
"652",2,0,22.6949850107066
"653",5,0,16.5074873646209
"654",5,1,11.2526162790698
"655",5,0,22.3035258215962
"656",8,1,28.3662264957265
"657",2,0,20.0348720930233
"658",2,1,26.8957149901381
"659",5,0,29.0677740384615
"660",5,1,32.3312424849699
"661",5,0,39.915405
"662",5,0,15.9949642857143
"663",2,0,23.6855833333333
"664",5,0,15.0174117647059
"665",5,0,25.8308578431373
"667",5,0,15.1266608695652
"668",5,0,29.6069759615385
"669",5,0,29.6069759615385
"670",5,0,19.1472038461538
"671",5,1,4.29522530864198
"672",5,0,28.6741682692308
"674",2,1,23.00885
"675",5,1,16.4303785123967
"676",5,0,9.51027724049001
"677",2,0,10.9870695807315
"678",2,1,14.0985608974359
"679",2,0,21.1708285714286
"681",5,0,23.6637853881279
"682",5,0,18.4248045454545
"683",2,0,45.7926495726496
"685",2,0,18.6153365384615
"686",5,0,22.5858942307692
"687",2,0,4.88893479368314
"688",2,1,11.64375
"689",2,0,21.314649122807
"690",8,0,14.5266492693111
"691",2,0,10.0151206140351
"693",5,0,15.6873701923077
"694",5,0,7.892375
"695",5,1,12.6261707492795
"696",2,1,25.9006804214223
"697",2,0,2.90085037783375
"698",2,0,18.7762722222222
"699",2,0,5.89933432245302
"700",5,0,16.0943105590062
"701",5,0,15.2939589095219
"702",2,0,14.9952803308824
"703",5,0,11.461340974212
"704",5,0,5.38777754385965
"705",5,0,32.2665833333333
"706",5,1,8.17651884700665
"707",2,0,9.75088942307692
"708",5,0,10.7286585365854
"709",5,0,23.4954409090909
"710",2,0,16.2410423076923
"712",8,1,8.08758629191322
"713",5,0,23.2163298379409
"714",8,1,11.6223889908257
"715",2,0,5.85053461538461
"716",2,1,16.9182740384615
"717",5,0,19.0210405405405
"718",2,0,21.9937548076923
"719",5,0,24.0323557312253
"720",2,0,3.60881424501425
"721",5,0,11.1689644700881
"722",2,1,20.8175929978118
"723",5,0,18.3111005110733
"725",8,0,13.8387640449438
"727",5,1,22.5192055555556
"728",8,0,2.68055146067416
"729",5,0,14.422131147541
"730",8,1,10.0557323377369
"731",8,0,9.42854545454546
"732",5,0,14.9666875784191
"733",5,0,9.75693160813309
"734",2,1,18.4380461538462
"735",2,1,23.0993653846154
"736",5,1,18.1575384615385
"737",8,0,8.53559195133365
"738",8,1,13.7341760624458
"739",2,1,14.1569011494253
"740",2,1,57.8711538461538
"741",5,1,14.4223527101335
"743",5,0,8.26952277657267
"744",5,0,11.928455
"745",5,0,14.1831153846154
"746",8,0,13.6973700787402
"747",8,0,10.2041228070175
"749",5,0,21.0019505233111
"750",5,0,8.57118766519824
"751",2,0,20.8842779426311
"752",5,0,12.7572084309133
"753",8,0,8.86444711538462
"754",5,0,10.1509615384615
"755",2,1,11.8790934192361
"756",8,1,10.1509615384615
"757",5,0,6.46875
"758",5,0,25.80675
"759",2,0,8.6291875
"760",5,0,4.19046590909091
"761",2,0,14.9401360946746
"762",5,0,11.6401818181818
"763",5,0,35.5829391891892
"764",8,1,15.2233652094718
"765",8,0,5.03310329113924
"766",5,1,15.3705355355355
"767",2,1,8.72479338842975
"768",2,0,15.5026368159204
"769",5,0,12.6887067307692
"770",8,1,11.4443034482759
"771",5,0,7.45528409090909
"772",2,0,19.3374634146341
"773",2,0,18.4557259615385
"774",5,0,8.03262626262626
"776",5,0,10.3936751054852
"778",5,0,6.02018932481752
"784",1,1,11.921931372549
"785",1,0,5.23808167613636
"786",1,0,22.1376497232008
"787",1,0,75.4071666666667
"788",1,1,20.4860281030445
"790",1,0,23.8576338983051
"791",1,1,22.2354450549451
"792",1,0,18.3833942307692
"793",7,0,10.803951754386
"794",4,1,20.4621634615385
"795",4,1,26.6992675585284
"796",4,0,27.2828846153846
"797",1,0,13.9774367816092
"798",1,1,24.4423688760807
"799",7,1,26.346801980198
"800",7,0,12.0364855769231
"801",7,1,15.0695576923077
"802",7,0,11.3060281124498
"803",1,0,18.6153365384615
"804",1,0,11.475
"805",4,0,11.9376351039261
"806",4,1,11.760875
"807",7,0,8.63306896551724
"808",4,0,9.29649299719888
"809",1,0,12.8430705596107
"810",4,0,11.5985393258427
"811",4,0,9.99809577464789
"812",1,0,4.73174850299401
"813",4,1,10.63665
"814",4,1,29.3332556818182
"815",7,0,7.71185714285714
"816",7,0,8.34520108695652
"817",4,0,10.8324647435897
"818",4,0,8.14837735849057
"819",1,0,13.2966682692308
"820",7,0,25.1069320066335
"821",1,1,11.6926634615385
"822",7,0,6.54339772727273
"823",7,0,72.7817631578947
"824",7,1,20.4956254295533
"825",7,1,14.0967849099099
"826",7,0,28.4354962962963
"827",4,0,9.77807894736842
"828",1,0,12.6372470588235
"829",4,0,5.44421152030217
"830",1,0,17.0518028846154
"831",4,1,10.0951169354839
"832",4,1,11.859375
"833",4,0,13.3812788461538
"834",4,0,10.6633111111111
"835",4,0,7.4340438034188
"836",4,0,4.61393221153846
"837",4,1,16.6818912175649
"838",1,0,19.4419889502762
"839",1,1,21.7670154639175
"841",7,0,15.2264471153846
"842",1,0,16.4466682738669
"843",4,0,13.828535
"844",1,0,12.27984375
"845",1,0,5.30093875
"846",4,0,12.26575
"847",1,0,10.1509615384615
"848",7,0,8.01032102728732
"849",1,0,7.61322115384615
"850",4,0,5.54338122743682
"851",4,0,11.1065698324022
"852",4,1,29.2817481203008
"853",1,0,71.9773333333333
"854",1,0,13.5393070539419
"855",4,0,8.33358192090395
"856",4,0,24.8439242219215
"857",4,1,10.4521534653465
"858",4,0,15.3688300711744
"859",4,1,12.4254711538462
"860",7,0,8.67899686192469
"861",1,0,8.97146209386282
"862",4,0,7.02913965822039
"863",4,0,14.6625
"865",1,0,6.07847802197802
"867",7,0,31.5567587301587
"868",4,0,11.5205357142857
"869",1,0,15.1766186046512
"870",7,0,7.57218309859155
"871",7,0,10.063947147651
"872",7,0,11.6926634615385
"874",4,0,16.623335837716
"875",4,0,8.42122115384615
"876",4,0,3.7014831871345
"877",7,0,40.5277787162162
"878",1,0,14.3872216216216
"879",1,0,10.2749086538462
"880",1,0,23.0696586538462
"882",1,0,16.6976555023923
"885",4,1,13.1327052631579
"886",7,1,18.0461602564103
"887",4,0,17.3863675889328
"888",7,0,21.2746682692308
"889",7,0,5.19026548672566
"890",4,0,9.45558011049724
"891",1,0,15.0981226415094
"892",1,0,17.047684854666
"894",1,0,9.96226211072664
"895",1,0,14.99528125
"896",7,1,12.8430656934307
"897",1,0,11.3335714285714
"898",7,1,8.61450322580645
"899",7,0,3.54577836538462
"900",1,0,5.43287526427061
"901",4,0,18.9135472972973
"903",7,0,11.6945637254902
"908",1,0,16.0723605769231
"910",4,0,5.38406451612903
"912",1,0,13.8417980769231
"913",1,0,17.1039378478664
"914",7,0,27.0599166666667
"915",1,1,11.0394708588957
"916",1,0,13.0171607142857
"917",7,0,12.1798605769231
"919",1,0,10.7695866666667
"921",7,0,9.55805769230769
"922",1,0,10.3103924418605
"927",1,1,9.87118
"928",1,0,6.27470072239422
"929",1,0,8.43431311018131
"931",4,0,10.3883768778576
"932",7,0,21.8345263157895
"933",1,0,14.39547
"936",1,0,8.89634831460674
"939",7,0,18.4621052631579
"941",1,1,23.0475576923077
"947",1,0,10.431625
"948",7,0,11.9436761133603
"949",1,0,11.2308510638298
"952",1,0,6.23334797891037
"955",4,0,10.3375091911765
"959",7,1,11.9935255854293
"960",1,0,9.18859574468085
"961",1,0,9.38300347222222
"964",1,0,7.84951338199513
"965",1,0,8.8062328358209
"966",1,0,28.1573960880196
"967",1,0,8.48003765690377
"970",1,0,22.305478515625
"971",1,1,13.27645256917
"972",7,0,31.912
"974",7,0,10.2296511627907
"976",1,0,12.2613240418118
"980",1,0,2.79089502762431
"981",1,0,10.1531101321586
"988",1,0,7.7444745892243
"989",1,1,9.75088942307692
"990",7,0,4.03092840778923
"991",7,1,5.16692922830868
"992",7,0,7.60645627062706
"993",7,1,10.8682976744186
"994",7,0,2.60424387947269
"995",7,1,24.0235138436482
"996",7,0,5.49895088676671
"997",7,0,18.0560087336245
"998",7,0,12.2920333333333
"999",7,0,9.92182062780269
"1000",7,1,7.72274345549738
"1001",7,0,8.58328205128205
"1002",7,0,9.55805769230769
"1003",7,0,14.9660526315789
"1004",7,0,5.76356132075472
"1005",7,0,9.05305073649754
"1006",7,0,8.53064814814815
"1007",7,0,8.45090860786397
"1008",7,0,10.5360285714286
"1009",7,0,11.648880859375
"1010",7,0,7.64644711538462
"1011",7,0,6.43694666666667
"1012",1,0,16.4684298584299
"1013",7,0,10.4865549450549
"1014",7,0,15.3797724358974
"1015",7,0,7.68251851851852
"1016",7,0,10.8852168199737
"1017",7,0,6.2546202247191
"1018",7,0,6.50192307692308
"1019",7,0,7.58767489711934
"1020",7,0,10.5489714285714
"1021",7,0,6.87122926267281
"1022",7,1,18.4010104126494
"1023",7,0,5.11524961597542
"1024",7,0,14.3370833333333
"1025",7,0,6.81253221288515
"1026",7,0,10.35
"1027",7,0,51.3818591549296
"1028",7,1,11.5990576923077
"1029",7,0,11.5783795820486
"1030",4,1,14.5536382978723
"1031",7,0,9.2375
"1032",7,1,54.1327034611787
"1033",7,0,8.86444711538462
"1034",7,0,6.01961021505376
"1035",7,1,7.22030094043887
"1036",7,0,7.95975625
"1037",4,0,5.97304093567251
"1038",4,1,12.11352
"1039",7,0,5.59859817813765
